
search1_ w: 20 h: 500 n: 100 , 673
search1_ w: 20 h: 500 n: 100 , 1370
search1_ w: 20 h: 500 n: 100 , 186
search1_ w: 20 h: 500 n: 100 , 103
search1_ w: 20 h: 500 n: 100 , 244
search1_ w: 20 h: 500 n: 100 , 941

search1_ w: 50 h: 10 n: 100 , 3583
search1_ w: 50 h: 10 n: 100 , 5046
search1_ w: 50 h: 10 n: 100 , 4489
search1_ w: 50 h: 10 n: 100 , 4848
search1_ w: 50 h: 10 n: 100 , 1665
search1_ w: 50 h: 10 n: 100 , 3381
search1_ w: 50 h: 10 n: 100 , 455
search1_ w: 50 h: 10 n: 100 , 252
search1_ w: 50 h: 10 n: 100 , 606
search1_ w: 50 h: 10 n: 100 , 2322

search1_ w: 50 h: 500 n: 100 , 3585
search1_ w: 50 h: 500 n: 100 , 5043
search1_ w: 50 h: 500 n: 100 , 4492
search1_ w: 50 h: 500 n: 100 , 4843
search1_ w: 50 h: 500 n: 100 , 1668
search1_ w: 50 h: 500 n: 100 , 3382
search1_ w: 50 h: 500 n: 100 , 454
search1_ w: 50 h: 500 n: 100 , 253
search1_ w: 50 h: 500 n: 100 , 605
search1_ w: 50 h: 500 n: 100 , 2323

search1_ w: 10 h: 10 n: 200 , 1943
search1_ w: 10 h: 10 n: 200 , 2085
search1_ w: 10 h: 10 n: 200 , 942
search1_ w: 10 h: 10 n: 200 , 238
search1_ w: 10 h: 10 n: 200 , 1689
search1_ w: 10 h: 10 n: 200 , 146
search1_ w: 10 h: 10 n: 200 , 10
search1_ w: 10 h: 10 n: 200 , 568
search1_ w: 10 h: 10 n: 200 , 789
search1_ w: 10 h: 10 n: 200 , 1195

search1_ w: 10 h: 500 n: 200 , 1948
search1_ w: 10 h: 500 n: 200 , 2072
search1_ w: 10 h: 500 n: 200 , 951
search1_ w: 10 h: 500 n: 200 , 238
search1_ w: 10 h: 500 n: 200 , 1695
search1_ w: 10 h: 500 n: 200 , 144
search1_ w: 10 h: 500 n: 200 , 10
search1_ w: 10 h: 500 n: 200 , 572
search1_ w: 10 h: 500 n: 200 , 793
search1_ w: 10 h: 500 n: 200 , 1197

search1_ w: 20 h: 10 n: 200 , 3822
search1_ w: 20 h: 10 n: 200 , 4096
search1_ w: 20 h: 10 n: 200 , 1863
search1_ w: 20 h: 10 n: 200 , 473
search1_ w: 20 h: 10 n: 200 , 3339
search1_ w: 20 h: 10 n: 200 , 284
search1_ w: 20 h: 10 n: 200 , 20
search1_ w: 20 h: 10 n: 200 , 1131
search1_ w: 20 h: 10 n: 200 , 1555
search1_ w: 20 h: 10 n: 200 , 2350

search1_ w: 20 h: 500 n: 200 , 3817
search1_ w: 20 h: 500 n: 200 , 4092
search1_ w: 20 h: 500 n: 200 , 1861
search1_ w: 20 h: 500 n: 200 , 470
search1_ w: 20 h: 500 n: 200 , 3337
search1_ w: 20 h: 500 n: 200 , 285
search1_ w: 20 h: 500 n: 200 , 21
search1_ w: 20 h: 500 n: 200 , 1123
search1_ w: 20 h: 500 n: 200 , 1542
search1_ w: 20 h: 500 n: 200 , 2344

search1_ w: 50 h: 10 n: 200 , 9443
search1_ w: 50 h: 10 n: 200 , 10095
search1_ w: 50 h: 10 n: 200 , 4594
search1_ w: 50 h: 10 n: 200 , 1160
search1_ w: 50 h: 10 n: 200 , 8222
search1_ w: 50 h: 10 n: 200 , 707
search1_ w: 50 h: 10 n: 200 , 51
search1_ w: 50 h: 10 n: 200 , 2774
search1_ w: 50 h: 10 n: 200 , 3835
search1_ w: 50 h: 10 n: 200 , 5807

search1_ w: 50 h: 500 n: 200 , 9439
search1_ w: 50 h: 500 n: 200 , 10092
search1_ w: 50 h: 500 n: 200 , 4593
search1_ w: 50 h: 500 n: 200 , 1160
search1_ w: 50 h: 500 n: 200 , 8225
search1_ w: 50 h: 500 n: 200 , 705
search1_ w: 50 h: 500 n: 200 , 51
search1_ w: 50 h: 500 n: 200 , 2772
search1_ w: 50 h: 500 n: 200 , 3836
search1_ w: 50 h: 500 n: 200 , 5808

search2_ w: 10 h: 10 n: 10 , 31
search2_ w: 10 h: 10 n: 10 , 20
search2_ w: 10 h: 10 n: 10 , 31
search2_ w: 10 h: 10 n: 10 , 32
search2_ w: 10 h: 10 n: 10 , 41
search2_ w: 10 h: 10 n: 10 , 32
search2_ w: 10 h: 10 n: 10 , 41
search2_ w: 10 h: 10 n: 10 , 42
search2_ w: 10 h: 10 n: 10 , 10
search2_ w: 10 h: 10 n: 10 , 42

search2_ w: 10 h: 500 n: 10 , 31
search2_ w: 10 h: 500 n: 10 , 20
search2_ w: 10 h: 500 n: 10 , 32
search2_ w: 10 h: 500 n: 10 , 32
search2_ w: 10 h: 500 n: 10 , 42
search2_ w: 10 h: 500 n: 10 , 31
search2_ w: 10 h: 500 n: 10 , 41
search2_ w: 10 h: 500 n: 10 , 41
search2_ w: 10 h: 500 n: 10 , 10
search2_ w: 10 h: 500 n: 10 , 42

search2_ w: 20 h: 10 n: 10 , 61
search2_ w: 20 h: 10 n: 10 , 40
search2_ w: 20 h: 10 n: 10 , 60
search2_ w: 20 h: 10 n: 10 , 61
search2_ w: 20 h: 10 n: 10 , 82
search2_ w: 20 h: 10 n: 10 , 61
search2_ w: 20 h: 10 n: 10 , 82
search2_ w: 20 h: 10 n: 10 , 82
search2_ w: 20 h: 10 n: 10 , 20
search2_ w: 20 h: 10 n: 10 , 83

search2_ w: 20 h: 500 n: 10 , 61
search2_ w: 20 h: 500 n: 10 , 41
search2_ w: 20 h: 500 n: 10 , 61
search2_ w: 20 h: 500 n: 10 , 62
search2_ w: 20 h: 500 n: 10 , 82
search2_ w: 20 h: 500 n: 10 , 61
search2_ w: 20 h: 500 n: 10 , 81
search2_ w: 20 h: 500 n: 10 , 83
search2_ w: 20 h: 500 n: 10 , 20
search2_ w: 20 h: 500 n: 10 , 81

search2_ w: 50 h: 10 n: 10 , 151
search2_ w: 50 h: 10 n: 10 , 101
search2_ w: 50 h: 10 n: 10 , 153
search2_ w: 50 h: 10 n: 10 , 151
search2_ w: 50 h: 10 n: 10 , 202
search2_ w: 50 h: 10 n: 10 , 152
search2_ w: 50 h: 10 n: 10 , 202
search2_ w: 50 h: 10 n: 10 , 202
search2_ w: 50 h: 10 n: 10 , 51
search2_ w: 50 h: 10 n: 10 , 203

search2_ w: 50 h: 500 n: 10 , 152
search2_ w: 50 h: 500 n: 10 , 100
search2_ w: 50 h: 500 n: 10 , 152
search2_ w: 50 h: 500 n: 10 , 153
search2_ w: 50 h: 500 n: 10 , 202
search2_ w: 50 h: 500 n: 10 , 151
search2_ w: 50 h: 500 n: 10 , 203
search2_ w: 50 h: 500 n: 10 , 203
search2_ w: 50 h: 500 n: 10 , 51
search2_ w: 50 h: 500 n: 10 , 202

search2_ w: 10 h: 10 n: 20 , 31
search2_ w: 10 h: 10 n: 20 , 61
search2_ w: 10 h: 10 n: 20 , 41
search2_ w: 10 h: 10 n: 20 , 40
search2_ w: 10 h: 10 n: 20 , 43
search2_ w: 10 h: 10 n: 20 , 53
search2_ w: 10 h: 10 n: 20 , 31
search2_ w: 10 h: 10 n: 20 , 31
search2_ w: 10 h: 10 n: 20 , 21
search2_ w: 10 h: 10 n: 20 , 41

search2_ w: 10 h: 500 n: 20 , 31
search2_ w: 10 h: 500 n: 20 , 62
search2_ w: 10 h: 500 n: 20 , 42
search2_ w: 10 h: 500 n: 20 , 41
search2_ w: 10 h: 500 n: 20 , 42
search2_ w: 10 h: 500 n: 20 , 54
search2_ w: 10 h: 500 n: 20 , 31
search2_ w: 10 h: 500 n: 20 , 32
search2_ w: 10 h: 500 n: 20 , 21
search2_ w: 10 h: 500 n: 20 , 41

search2_ w: 20 h: 10 n: 20 , 61
search2_ w: 20 h: 10 n: 20 , 124
search2_ w: 20 h: 10 n: 20 , 81
search2_ w: 20 h: 10 n: 20 , 82
search2_ w: 20 h: 10 n: 20 , 81
search2_ w: 20 h: 10 n: 20 , 104
search2_ w: 20 h: 10 n: 20 , 62
search2_ w: 20 h: 10 n: 20 , 61
search2_ w: 20 h: 10 n: 20 , 40
search2_ w: 20 h: 10 n: 20 , 82

search2_ w: 20 h: 500 n: 20 , 61
search2_ w: 20 h: 500 n: 20 , 123
search2_ w: 20 h: 500 n: 20 , 83
search2_ w: 20 h: 500 n: 20 , 84
search2_ w: 20 h: 500 n: 20 , 83
search2_ w: 20 h: 500 n: 20 , 103
search2_ w: 20 h: 500 n: 20 , 61
search2_ w: 20 h: 500 n: 20 , 60
search2_ w: 20 h: 500 n: 20 , 43
search2_ w: 20 h: 500 n: 20 , 82

search2_ w: 50 h: 10 n: 20 , 151
search2_ w: 50 h: 10 n: 20 , 302
search2_ w: 50 h: 10 n: 20 , 202
search2_ w: 50 h: 10 n: 20 , 202
search2_ w: 50 h: 10 n: 20 , 202
search2_ w: 50 h: 10 n: 20 , 254
search2_ w: 50 h: 10 n: 20 , 152
search2_ w: 50 h: 10 n: 20 , 150
search2_ w: 50 h: 10 n: 20 , 102
search2_ w: 50 h: 10 n: 20 , 201

search2_ w: 50 h: 500 n: 20 , 151
search2_ w: 50 h: 500 n: 20 , 302
search2_ w: 50 h: 500 n: 20 , 202
search2_ w: 50 h: 500 n: 20 , 202
search2_ w: 50 h: 500 n: 20 , 203
search2_ w: 50 h: 500 n: 20 , 252
search2_ w: 50 h: 500 n: 20 , 151
search2_ w: 50 h: 500 n: 20 , 152
search2_ w: 50 h: 500 n: 20 , 100
search2_ w: 50 h: 500 n: 20 , 202

search2_ w: 10 h: 10 n: 50 , 52
search2_ w: 10 h: 10 n: 50 , 73
search2_ w: 10 h: 10 n: 50 , 65
search2_ w: 10 h: 10 n: 50 , 10
search2_ w: 10 h: 10 n: 50 , 62
search2_ w: 10 h: 10 n: 50 , 41
search2_ w: 10 h: 10 n: 50 , 62
search2_ w: 10 h: 10 n: 50 , 61
search2_ w: 10 h: 10 n: 50 , 52
search2_ w: 10 h: 10 n: 50 , 51

search2_ w: 10 h: 500 n: 50 , 54
search2_ w: 10 h: 500 n: 50 , 72
search2_ w: 10 h: 500 n: 50 , 62
search2_ w: 10 h: 500 n: 50 , 11
search2_ w: 10 h: 500 n: 50 , 62
search2_ w: 10 h: 500 n: 50 , 41
search2_ w: 10 h: 500 n: 50 , 63
search2_ w: 10 h: 500 n: 50 , 63
search2_ w: 10 h: 500 n: 50 , 52
search2_ w: 10 h: 500 n: 50 , 53

search2_ w: 20 h: 10 n: 50 , 104
search2_ w: 20 h: 10 n: 50 , 143
search2_ w: 20 h: 10 n: 50 , 123
search2_ w: 20 h: 10 n: 50 , 20
search2_ w: 20 h: 10 n: 50 , 122
search2_ w: 20 h: 10 n: 50 , 81
search2_ w: 20 h: 10 n: 50 , 123
search2_ w: 20 h: 10 n: 50 , 122
search2_ w: 20 h: 10 n: 50 , 103
search2_ w: 20 h: 10 n: 50 , 102

search2_ w: 20 h: 500 n: 50 , 102
search2_ w: 20 h: 500 n: 50 , 143
search2_ w: 20 h: 500 n: 50 , 123
search2_ w: 20 h: 500 n: 50 , 21
search2_ w: 20 h: 500 n: 50 , 122
search2_ w: 20 h: 500 n: 50 , 82
search2_ w: 20 h: 500 n: 50 , 123
search2_ w: 20 h: 500 n: 50 , 124
search2_ w: 20 h: 500 n: 50 , 102
search2_ w: 20 h: 500 n: 50 , 104

search2_ w: 50 h: 10 n: 50 , 252
search2_ w: 50 h: 10 n: 50 , 353
search2_ w: 50 h: 10 n: 50 , 303
search2_ w: 50 h: 10 n: 50 , 50
search2_ w: 50 h: 10 n: 50 , 303
search2_ w: 50 h: 10 n: 50 , 200
search2_ w: 50 h: 10 n: 50 , 303
search2_ w: 50 h: 10 n: 50 , 302
search2_ w: 50 h: 10 n: 50 , 252
search2_ w: 50 h: 10 n: 50 , 252

search2_ w: 50 h: 500 n: 50 , 252
search2_ w: 50 h: 500 n: 50 , 354
search2_ w: 50 h: 500 n: 50 , 302
search2_ w: 50 h: 500 n: 50 , 50
search2_ w: 50 h: 500 n: 50 , 304
search2_ w: 50 h: 500 n: 50 , 202
search2_ w: 50 h: 500 n: 50 , 303
search2_ w: 50 h: 500 n: 50 , 305
search2_ w: 50 h: 500 n: 50 , 253
search2_ w: 50 h: 500 n: 50 , 253

search2_ w: 10 h: 10 n: 100 , 73
search2_ w: 10 h: 10 n: 100 , 83
search2_ w: 10 h: 10 n: 100 , 21
search2_ w: 10 h: 10 n: 100 , 62
search2_ w: 10 h: 10 n: 100 , 63
search2_ w: 10 h: 10 n: 100 , 62
search2_ w: 10 h: 10 n: 100 , 42
search2_ w: 10 h: 10 n: 100 , 63
search2_ w: 10 h: 10 n: 100 , 73
search2_ w: 10 h: 10 n: 100 , 61

search2_ w: 10 h: 500 n: 100 , 72
search2_ w: 10 h: 500 n: 100 , 84
search2_ w: 10 h: 500 n: 100 , 21
search2_ w: 10 h: 500 n: 100 , 61
search2_ w: 10 h: 500 n: 100 , 63
search2_ w: 10 h: 500 n: 100 , 65
search2_ w: 10 h: 500 n: 100 , 40
search2_ w: 10 h: 500 n: 100 , 62
search2_ w: 10 h: 500 n: 100 , 71
search2_ w: 10 h: 500 n: 100 , 63

search2_ w: 20 h: 10 n: 100 , 142
search2_ w: 20 h: 10 n: 100 , 163
search2_ w: 20 h: 10 n: 100 , 41
search2_ w: 20 h: 10 n: 100 , 123
search2_ w: 20 h: 10 n: 100 , 123
search2_ w: 20 h: 10 n: 100 , 122
search2_ w: 20 h: 10 n: 100 , 81
search2_ w: 20 h: 10 n: 100 , 122
search2_ w: 20 h: 10 n: 100 , 145
search2_ w: 20 h: 10 n: 100 , 122

search2_ w: 20 h: 500 n: 100 , 145
search2_ w: 20 h: 500 n: 100 , 163
search2_ w: 20 h: 500 n: 100 , 41
search2_ w: 20 h: 500 n: 100 , 124
search2_ w: 20 h: 500 n: 100 , 124
search2_ w: 20 h: 500 n: 100 , 124
search2_ w: 20 h: 500 n: 100 , 81
search2_ w: 20 h: 500 n: 100 , 123
search2_ w: 20 h: 500 n: 100 , 143
search2_ w: 20 h: 500 n: 100 , 123

search2_ w: 50 h: 10 n: 100 , 353
search2_ w: 50 h: 10 n: 100 , 404
search2_ w: 50 h: 10 n: 100 , 102
search2_ w: 50 h: 10 n: 100 , 302
search2_ w: 50 h: 10 n: 100 , 303
search2_ w: 50 h: 10 n: 100 , 303
search2_ w: 50 h: 10 n: 100 , 201
search2_ w: 50 h: 10 n: 100 , 303
search2_ w: 50 h: 10 n: 100 , 354
search2_ w: 50 h: 10 n: 100 , 303

search2_ w: 50 h: 500 n: 100 , 354
search2_ w: 50 h: 500 n: 100 , 403
search2_ w: 50 h: 500 n: 100 , 102
search2_ w: 50 h: 500 n: 100 , 306
search2_ w: 50 h: 500 n: 100 , 302
search2_ w: 50 h: 500 n: 100 , 302
search2_ w: 50 h: 500 n: 100 , 202
search2_ w: 50 h: 500 n: 100 , 303
search2_ w: 50 h: 500 n: 100 , 354
search2_ w: 50 h: 500 n: 100 , 303

search2_ w: 10 h: 10 n: 200 , 71
search2_ w: 10 h: 10 n: 200 , 93
search2_ w: 10 h: 10 n: 200 , 63
search2_ w: 10 h: 10 n: 200 , 84
search2_ w: 10 h: 10 n: 200 , 53
search2_ w: 10 h: 10 n: 200 , 82
search2_ w: 10 h: 10 n: 200 , 74
search2_ w: 10 h: 10 n: 200 , 53
search2_ w: 10 h: 10 n: 200 , 84
search2_ w: 10 h: 10 n: 200 , 83

search2_ w: 10 h: 500 n: 200 , 74
search2_ w: 10 h: 500 n: 200 , 94
search2_ w: 10 h: 500 n: 200 , 62
search2_ w: 10 h: 500 n: 200 , 83
search2_ w: 10 h: 500 n: 200 , 52
search2_ w: 10 h: 500 n: 200 , 83
search2_ w: 10 h: 500 n: 200 , 73
search2_ w: 10 h: 500 n: 200 , 52
search2_ w: 10 h: 500 n: 200 , 82
search2_ w: 10 h: 500 n: 200 , 82

search2_ w: 20 h: 10 n: 200 , 143
search2_ w: 20 h: 10 n: 200 , 184
search2_ w: 20 h: 10 n: 200 , 122
search2_ w: 20 h: 10 n: 200 , 164
search2_ w: 20 h: 10 n: 200 , 102
search2_ w: 20 h: 10 n: 200 , 164
search2_ w: 20 h: 10 n: 200 , 144
search2_ w: 20 h: 10 n: 200 , 102
search2_ w: 20 h: 10 n: 200 , 164
search2_ w: 20 h: 10 n: 200 , 164

search2_ w: 20 h: 500 n: 200 , 142
search2_ w: 20 h: 500 n: 200 , 184
search2_ w: 20 h: 500 n: 200 , 123
search2_ w: 20 h: 500 n: 200 , 163
search2_ w: 20 h: 500 n: 200 , 100
search2_ w: 20 h: 500 n: 200 , 164
search2_ w: 20 h: 500 n: 200 , 143
search2_ w: 20 h: 500 n: 200 , 102
search2_ w: 20 h: 500 n: 200 , 164
search2_ w: 20 h: 500 n: 200 , 164

search2_ w: 50 h: 10 n: 200 , 353
search2_ w: 50 h: 10 n: 200 , 455
search2_ w: 50 h: 10 n: 200 , 303
search2_ w: 50 h: 10 n: 200 , 403
search2_ w: 50 h: 10 n: 200 , 252
search2_ w: 50 h: 10 n: 200 , 404
search2_ w: 50 h: 10 n: 200 , 353
search2_ w: 50 h: 10 n: 200 , 253
search2_ w: 50 h: 10 n: 200 , 404
search2_ w: 50 h: 10 n: 200 , 402

search2_ w: 50 h: 500 n: 200 , 353
search2_ w: 50 h: 500 n: 200 , 453
search2_ w: 50 h: 500 n: 200 , 302
search2_ w: 50 h: 500 n: 200 , 403
search2_ w: 50 h: 500 n: 200 , 254
search2_ w: 50 h: 500 n: 200 , 406
search2_ w: 50 h: 500 n: 200 , 354
search2_ w: 50 h: 500 n: 200 , 253
search2_ w: 50 h: 500 n: 200 , 406
search2_ w: 50 h: 500 n: 200 , 404

search3_ w: 10 h: 10 n: 10 , 20
search3_ w: 10 h: 10 n: 10 , 21
